text,sentiment
"যা পড়াইলেন,,,ক্লাস ২ এর কথা মনে পরে গেল।",negative
আফো আমি তোমাকে অনেক ভালো বাসি,positive
আপু আমি English Grammar শিখতে চাই কোন ভিডিও গুলো দেখতে হবে একটি বলবেন,neutral
আমি আপনার Student... আপু,neutral
আপু আমি আপনার Spoken English বইটি কিনেছি কিন্তু read option টাচ করলে PDF Reader downloading failed আসে। এখন আমার কি করণীয় আপু,neutral
আমি কিভাবে ইংরেজি তে কথা বলতে পারবো? এর জন্য কি কি জানতে হবে? কেউ ইংরেজি দিয়ে কথা বললে কিছু বুঝি কিন্তু বলতে পারি না,neutral
আমি কি পারবো কনো মতো ইংরেজি পরতে পারী কনো টেনস জানিনা।,neutral
Spoken বইটি ভারতবর্ষ থেকে কি ভাবে নেওয়া যাবে ?,neutral
আপু কথা fenesh করবো কিভাবে,neutral
আপনি দেখতে অনেক সুন্দর।,positive
এক কথা আর কত বার বলবেন!!!,negative
আপু নাইস,positive
10 minute school class 1-12 চ্যানেল ক্লাস গুলো পাচ্ছি না কেন?,neutral
সিদ্ধ ইংরেজি কি,neutral
কুইজ ta kothay hobe,neutral
আপু বন্ধুর সাথে কিভাবে কথা বলব,neutral
কিন্তু আমার ইংরেজি কথা বলতে শিখতে হবে,neutral
are you ok বলা যাবে না,neutral
৫ঃ৪০ সেকেন্ড। বেসিকেলি না বেসেকলি?,neutral
Apu ami spoken english coursti korte iccok kinto amar bKash ar modde kono taka nay Tai apnar bkash number ta dile ami okanay sorasori pay korbo please,neutral
তুমি কি আমাকে মিস কর? এর ইংরেজি কি?,neutral
এম্বাসিতে কিভাবে ইংলিশে কথা বলবে মেম?,neutral
Ami couse ti krte chai..but ai course ti koto maser jonno..??fee koto..??ai fee ta ki puro courser nki proti mashe fee payment krte hbe..?? Plzz reply me.. Ami kisu bustesi na..reply diben plzzz..,neutral
কেমন আছেন,neutral
আরবি দিন,neutral
"আমি এই প্যাকেজ টা কিনেছি,, কিন্ত সব ডাউনলোড করবো কিভাবে,, টান্সক্রিট,, লেকচার বুক সব কিভাবে পাবো??",neutral
আমি নার্স হতে চাই এর ইংরেজি,neutral
"আমি আর, জে কিবরিয়া ভায়ের অনুষ্ঠান দেখে।",neutral
বইটি কি ভাবে পাওয়া যাবে,neutral
"আপু আপনার সাথে কথা বলে, অনলাইনে ক্লাস করা যাবে আমি মালয়েশিয়ায় থাকি,,",neutral
আমি কিভাবে 10মিনিট কুল এপে আপনার corsটি কিনতে পারব একটা ভিডিও দেও পিলিস,neutral
Apu honours english class করানো হয়।,neutral
আপনার কিভাবে পাওয়া যাবে বইটা পাওয়া যাবে,neutral
আমিও ভিডিও বানাই,neutral
আপু আমি আপনার spoken inglish কোস্ টাতে কুইজ আসতেছে না,neutral
আপনার সাথে কিভাবে যোগাযোগ করতে পারি,neutral
আমার মেয়ে ক্লাশ খ্রি তে পড়ে। আপনি বাচ্চাদের ক্লাস কোন কোন সময় নেন। একটু জানাবেন এবং আপনার যোগাগযাগ নাম্বারটা দেবেন। আমার মেয়ে লাইভ ক্লাশ করবে। একেবারে শুরু থেকে ক্লাশ করবে। আমার মেয়ে ইংরেজীতে খুব দুর্ব ল। যাতে ইংরেজীতে অনরগল কথা বলতে পারে। এই জন্য ক্লাশ করানো।,neutral
আপু আপনার উপস্হাপনা খুব সুন্দর কিন্ত আপনি যদি হিজাব পরতেন তাহলে আর সুন্দর লাগতো।,positive
আপনি যে কোস করে ছেন কি ভাবে আমি কিভাবে যোগদেবো,neutral
মেম আমাকে ইংরেজি পড়াবেন দয়া করে কমেন্ট করেন,neutral
আপনার সাথে কি আমি কনটাক্ট করতে পারবো,neutral
আপনার বয়ান টা আরেকটু কমানো উচিত।,negative
টু না ম্যাম ওটা ঠু,negative
টু না ম্যাম ওটা ঠু,negative
আপনি কী মাইসুনের আপু,neutral
আপু আরমান আসলে কে?,neutral
Too ? To - টু,negative
ফুচকার English ki apu,neutral
এসব ভাক্কা আপনাদের,negative
তোর সার্কেট পোড়া লাগবি,negative
টু নাকি ঠু,negative
"টেন মিনিট স্কুলের কোর্স সম্পর্কিত যেকোনো জিজ্ঞাসায় কল করুন 16910 ""ঘরে বসে Spoken English"" কোর্সটিতে জয়েন করতে ক্লিক করুন: https://10ms.io/d23Uv ""সবার জন্য Vocabulary"" কোর্সটিতে জয়েন করতে ক্লিক করুন: https://10ms.io/59Anh ""Kids' English"" কোর্সটিতে জয়েন করতে ক্লিক করুন: https://10ms.io/X9ESC ""English Grammar Crash Course"" কোর্সটিতে জয়েন করতে ক্লিক করুন: https://10ms.io/v9Abo Download the App: https://10ms.io/4wruUN",neutral
আল্লাহ আপুকে দীর্ঘজীবী করুক। কে কে একমত,positive
"এতদিন পর একটা ভালো শিক্ষা গুরু পেলাম,আলহামদুলিল্লাহ",positive
আলহামদুলিল্লাহ্‌ আপনার ৫০ টা সেন্টেন্স সবগুলা জানা আছে আগ থেকে। ধন্যবাদ আপনাকে অনেক সুন্দর করে বুঝিয়ে দিয়েছেন বহু মানুষের অনেক উপকারে আসবে বিশ্বাস করি।,positive
"জাযাকাল্লাহু খাইরান' আল্লাহ আপনাকে উত্তম প্রতিদান দান করুন""",positive
আপু পড়ানোর পদ্ধতিটি আমার কাছে ভালো শিক্ষক হিসেবে বিবেচনা করে ভোট দিলাম,positive
আল্লাহ আপনাকে দীর্ঘ জীবি করুক,positive
"মাননীয় প্রধানমন্ত্রীর কাছে বিনীত আবেদন..যেহেতু স্কুল কলেজ বন্ধ, তাই আমাদেরকে এইভাবে ক্লাস করানো এবং পরিক্ষা নেওয়া উচিত.. এই ক্লাসে আমাদের মনোযোগ ভালো..",neutral
আপু কোরআন ও হাদিস সম্পর্কে ইংলিশে উদাহরণ দিলে একই সাথে নৈতিকতা এবং ইংরেজি শিক্ষা দুইটাই হতো। কারণ আমাদের ভালো ইংরেজি জানার পাশাপাশি ভালো মানুষ হওয়া প্রয়োজন,neutral
এতো দিন পর একজন ভালো এবং আদর্শ ইংলিশ শিক্ষিকা পেলাম। আশা করি সবার উপকার হবে। ইনশাআল্লাহ,positive
"আমার নতুন শিক্ষা গুলো হলো Dont exaggerate= কথা বাড়িয়ে বলবেন না, Give me a hand= আমাকে একটু সাহায্য করুন, I'm used to it= আমি এটার সঙ্গে অভ্যস্ত, Its about time= এটা আরও আগে শেষ করার কথা ছিল, Not yet= এখনও না, আর ম্যাডাম I think you are very fast so 'slow down'",neutral
মাশাআল্লাহ আলহামদুলিল্লাহ,positive
আপনার মত ম্যাম যদি প্রত্যেকটি স্কুল-কলেজে থাকতো তবে ইংরেজিতে অনেকেই দুর্বল থাকতো না I গ্রামবাংলার স্কুলের ছাত্র-ছাত্রীদের ইংরেজি না পারার মূল কারণ দক্ষ শিক্ষক শিক্ষিকার অভাব I খুব ভালো লাগলো আপনার ক্লাস I carry on.... Many many thanks,positive
আপনার কথায় যাদু আছে বুঝি যত শুনি ততই মজা লাগে...,positive
Sis your my favourite. একটা এমন series শুরু করুন YouTube এ যেটা english এর সব কিছুই জানতে পারবো। Grammar +vocabulary +any other things যেটা spoken এর জন্যে হবে।,positive
(বেহুঁশের চৈতন্য দান) বইটি সকলকে পড়ার অনুরোধ রইলো। জয় হোক মানবতার ধারক বাহকদের।,neutral
ধন্যবাদ আপনাকে আপু এরকম ভিডিও বানানোর জন্য আমি ইংলিশে অনেক কাঁচা ছিলাম এখন আল্লাহর রহমতে মোটামুটি ভালো হয়ে গেছে ️,positive
আপনার ইংরেজি শেখানোর পদ্ধতি খুবই চমৎকার বিশেষ করে কথার ধরণ আর ভংগিমা দুটি ই অসাধারণ। আপনার জন্য অনেক অনেক শুভকামনা,positive
এত চমৎকার করে কেউ পড়াতে পারে! আপনার প্রতিটি ক্লাসে ই কোটি টাকা মূল্যের। আপনার প্রতি রইল অজস্র শ্রদ্ধা ও ভালোবাসা।,positive
"সুন্দর উপস্থাপনা, ভালো একটি পর্ব শিখলাম, আপনার ভিডিওগুলো খুবই সুন্দর।",positive
"আপনাকে খুব ভালো লাগে,চশমাটা খুব মানিয়েছে,সেন্টেন্স গুলো সহজ ছিলো,ধন্যবাদ,হাসি মাখা মুখটি খুবই চমৎকার ছিলো আপনার",positive
বাহ! সত্যিই অনিন্দ্য একটি ক্লাস,positive
অনেক অনেক ধন্যবাদ আপু এত সুন্দর করে ইংলিশ শিখানোর জন্য চালিয়ে যান আপু ..........,positive
"প্রতিদিন একটি করে পবিত্র কোরআনের আয়াত শিখুন। দেখবেন কত মজা পাবেন, অন্তরে শান্তি পাবেন।",neutral
দিদি আপনি খুব ভালো করে ধরে ধরে শেখান। অনেক কিছু শিখতে পারি,positive
"মুনজেরিন আমাদের প্রত্যেকের জন্য একটি সম্পদ, ইংরেজী লেসনকে তিনি ভয়হীন শিক্ষার মধ্যে প্রানসঞ্চার করেন। ধন্যবাদ তঁাকে ও আপনাদেরকে। 10 Minute School শিক্ষার একটি অনবদ্য ইউটিউব প্লাটফর্ম।",positive
ভালো লেগেছে আলোচনার পদ্ধতি। অশেষ কৃতজ্ঞতা। শুভকামনা আপনার জন্য।,positive
এরকম ভিডিও আরো দরকার️,positive
ম্যাম অনেক কৃতজ্ঞ থাকবো।অনেক উপকৃত হয় আপনার এত সুন্দর ক্লাস এর দ্বারা।,positive
এই প্রথম আমি এই রকম ইউটিউবের কোন ইংলিশ শিখার ক্লাসে এত মনোযোগী ছাত্র হয়ে গেলাম। ও মাই গড। ইউ আর সো সুইট। ক্রাশ খেয়ে গেলাম। এখন থেকে সব ক্লাস করব আপনার। প্লিজ প্রতিদিন ভিডিও দিবেন।,positive
অসাধারণ!! Excellent!!!,positive
খুব ভালো লাগলো,positive
"জাযাকাল্লাহ খায়ের,,",positive
খুবই ভালো লাগলো। অনেক উপকার হচ্ছে ভিডিও গুলো দেখে,positive
"ইংরেজি বুঝিনা বইন, আমি শুধু তোমাকে দেখি। মাশাল্লাহ কি সুন্দর!!!",positive
আমি পশ্চিমবঙ্গ মুর্শিদাবাদ জেলা ধুলিযানের একজন বাংলার সরকারি বিদ্যালয়ে শিক্ষক। আপনার ইংরেজী পড়ার পদ্ধতি খুব সুন্দর।,positive
অসাধারণ 🇧🇩️🇸🇦,positive
আপ্নার বাচনভঙ্গি খুব সুন্দর & আপ্নার বোঝানোর ক্ষমতা অনেক অনেক প্রাণবন্ত।,positive
"With due ""RESPECT"" আচ্ছা আপু It's about টাইম এর বদলে ""U were supposed to"" বলা যায় কি? যেমন ""U finally finished it? But u were supposed to do it by 12am!"" (Time টা লিখলাম as an example.) এটা বললে কি ভুল বলা হবে? Dear sis i might b wrong. please please dont misunderstand me. I might be wrong. I had no wrong intension. Please reply me. Hope u didn't get me wrong. But yes I must tell u one thing that the way u explain is too unique to express. ️️Respect.",neutral
ইংরেজী শেখার আগেই আমার জগৎ সংসার সব শেষ।।।,neutral
অনেক ধন্যবাদ জানাই আপনাকে বোন,positive
"বোঝানোর স্টাইল টা খুব সুন্দর, কন্ঠ টাও মুগ্ধ হয়ে না টেনে পুরো ভিডিও টা দুই বার দেখলাম।",positive
অনেক ভালো লাগলো আপু ৷ সকলে এভাবে শেখালে দেশের অধিকাংশো লোকই ইংলিশে দক্ষ হতো ৷,positive
অনেক অনেক ধন্যবাদ।,positive
আপনার জন্য অনেক অনেক দোয়া রইল ।খুব ই উপকারী অনুষ্ঠান ।মাশাল্লাহ খুব ভালো লাগলো ।,positive
"আপুর বুঝানোর স্টাইলটা খুব সুন্দর খুব সহজে বুঝা যায়। এই আপুর spoken English এর আরও ভিডিও দিবেন, প্লিজ।",positive
এমন টিচার খুব প্রয়োজন.. ️,positive
খুব সহজ ছিলো! ধন্যবাদ।,positive
অসাধারণ আপু,positive
আপনি English শব্দ টা যে উচ্চারণ করেন তা শুনতে ভালো লাগে ।,positive
আপনাদের অ্যাপস এ দাখিলে আরবি সাবজেক্ট গুলো থাকলে ভালো হতো,positive
আপনার কথা গুলোর ভিত যুক্তি আছে।দোয়া করি আললাহ নেক। হায়াত দেক,negative
আপু আপনার সবগুলো ক্লাস যদি বই হিসেবে পাইতাম তাহলে উপকৃত হতাম ।,positive
"আপু, আপনার সব ভিডিওই দেখি! অনেক ভালো লাগে!️",positive
আপনার ভিডিও দেখ আমার অনেক উপকার হইতেছে। আমি ইতালি হইতে শিখিতে ছি। আপনাকে অনেক ধন্যবাদ।,positive
Translation kore den ১.আমি যাবই যাব। ২.সন্ধ্যা হয় হয়। ৩.সে আমার মনের মত লোক। ৪.এখন অনেক রাত। ৫.মুষলধারে বৃষ্টি হচ্ছে। ৬.ছাত্ররা বাংলাদেশের ভবিষ্যৎ। ৭.শেখ মুজিবুর রহমান কে জাতির পিতা বলা হয়। ৮.লোকটি হাসতে হাসতে আমার কাছে আসলো। ৯.এই চাকরিটা আমার জন্য্ গুরুত্বপূর্ণ। ১০.সে হাসতে হাসতে ঘরে ঢুকল।,neutral
এরকম ক্লাস আরো চাই আপু,positive
মাসাআল্লাহ,positive
আপু এমন ভাবে কথা বলছে মনে আমার সামনে বসে মুখোমুখি কথোপকথন হচ্ছে বুকে লাগে খুব,positive
আপনাকে অন্তর থেকে অভিনন্দন,positive
"মাশাল্লাহ্,অনেক sweet",positive
আপনি কি আমার সাথে আসছেন?-Are you coming with me? ( Not 'কী'). the meaning of 'what' is 'কী' You are doing a great job. Thank you.,neutral
আপু আপনাকে দেখবো নাকি ইংরেজী শিখব ঠিক মাথায় আসছে না। You are so cute Apu and Your smile uff Mashallah,positive
অনেক সুন্দর লাগলো দারুণ একটা ব্যাপার স্যাপার ঃ,positive
"আপু এটাই কি first ভিডিও? খুব সুন্দর হয়েছে,,, মাশাহ আল্লাহ",positive
খুব ভালো লাগল আপু,positive
"এতদিন পর একটা ভালো শিক্ষা গুরু পেলাম,আলহামদুলিল্লাহ",positive
আপনার মত ম্যাম যদি প্রত্যেকটি স্কুল-কলেজে থাকতো তবে ইংরেজিতে অনেকেই দুর্বল থাকতো না I গ্রামবাংলার স্কুলের ছাত্র-ছাত্রীদের ইংরেজি না পারার মূল কারণ দক্ষ শিক্ষক শিক্ষিকার অভাব I খুব ভালো লাগলো আপনার ক্লাস I carry on.... Many many thanks,positive
এত দিন যা শিকেছি সব কিছু ভূলে গেছি,negative
আপুর ক্লাসের সাথে সাথে হাসিটাও অনেক সুন্দর,positive
নিস্বন্দেহে আপনি একজন ভালো শিক্ষক।,positive
আলহামদুলিল্লাহ। খুব ভালো।,positive
কেমন যেন আপনার চেয়াহারাটা দেখলেই মনটা ভালো হয়ে যায়।,positive
আপু আপনার কথাগুলো আসলে অসাধারণ! আমার কাছে আপনে অনেক ভালো একজন শিক্ষক,positive
বোঝানোর জন্য একটু সামনে এগিয়ে এসে বলাটা দারুন৷ মুভমেন্টের জন্য মনোযোগ বেশি হলো৷ ধন্যবাদ,positive
বোঝনোর সিস্টেমটা সত্যি অসাধারণ।,positive
শেখানোর কৌশল খুবই সুন্দর,positive
তার উপস্থাপন খুবই সুন্দর। আমি তার দিকে তাকিয়ে থাকি,positive
আপু আপনার পড়ানোর পদ্ধতির সাথে আপনাকেও খুব ভালো লাগে,positive
আল্লাহ তায়ালা আপনাকে ইসলামের জন্য কবুল করে নিন আমিন।,positive
আপু শিক্ষক হিসেবে আপনি একদম পারফেক্ট ধন্যবাদ,positive
Oh my god! বুঝানোর স্টাইল অসাধারণ acting But ekta sentence bole arekta sentence bolar majhkhane ekto somoy thaka proyojon jate budgommo hoy...,positive
আপু আপনার আলোচনা খুব সুন্দর,positive
ভালো লাগছে আপু। আপনার বোঝানোর ভঙ্গিমা অসাধারণ।,positive
আপনার সবগুলো ভিডিও একটি আলাদা প্লেলিস্টে থাকলে আমাদের জন্য ভালো হতো,neutral
অসম্ভব সুন্দর,positive
"কি যে কিউট ওনি হাসি টা,, একটা কাল্স ও মিস দিমু না",positive
কথা বলার ভঙ্গি আমার ভালো লাগছে। I like your accent.,positive
"আপনারে দেখার পর থেকে ""ONLINE CLASS"" এ অনেক মনযোগী হয়ে গেছি!!!",positive
আপনাকে অনেক ধন্যবাদ আপু,positive
"আল্লাহ,, আপু তুমি মাশাল্লাহ অনেক কিউট,, আর তোমার কথা বলার স্ট্যাইল ও অনেককক কিউট",positive
আপু তুমি অনেক সুন্দর আর তোমার ক্লাসগুলো আরো......সুন্দর Thank you so.......much,positive
"আপু আপনার ক্লাস গুলো খুব ভালো লাগে,কেন জানেন,আপনার কথা বলা স্টাইল টা একদম আলাদা সহজে বুঝা যায়, ধন্যবাদ আপনাকে",positive
"ধন্যবাদ বোন,, অনেক ভালো লাগলো,, নেক দোয়া রহিলো তোমার জন্য,, 🇧🇩🇧🇩🇧🇩🇧🇩",positive
আপু তোমার ইংরেজি উচ্চারণ গুলো 100% Perfect,positive
আপুর বোঝানোর ধরন অনেক সুন্দর উনার ভিডিও প্রতিদিন দিলে ভাল হয়,positive
অসাধারণ ক্লাস,positive
আপু আপনার ইংরেজি ক্লাস গুলো আমার ভালো লাগে।,positive
আপনি এত্ত সুন্দর ক্যান। ইংলিশ শিখতে যেয়ে ক্রাশ খেয়ে গেছি আপনার উপর,positive
আপু আপনার জিবন টা বালো হক দোয়া করি। tnx Apu,positive
ধন্যবাদ শুভকামনা সবসময় ।,positive
আমি তোহ মুগ্ধ হয়ে আপনার দিকে তাকায় আছি কি করেন আপনি এও সুন্দর এক্সপ্রেশন আমি জীবনে দেখি নাই,positive
আপু আপনার voice very nice and very well (and) very excellent,positive
ধন্যবাদ আপু অনেক সহজ ও সুন্দর ভাবে উপস্থাপন করার জন্য বাজে মানুষ বাজে কমেন্ট করবে করুক আপনি চালিয়ে যান আপনার ক্লাস৷,positive
জানা নাই একটা নারী কে। কেমন করে সম্মান দিতে হয় তোমায় হাজারো লাল গোলাপের শুভেচ্ছা প্রিয়,positive
ইনশাআল্লাহ _ আমি ইংরেজি ভাষায় কথা বলবো...,positive
ভিডিও দেখে দেখে 50 টা ব্যবহার মুখস্থ করা সম্ভব না । ভালো হয় যদি সেগুলো গুগোল ডকস বা সিটে অর্থ এবং উদাহরণ সহ দিয়ে শেয়ার করেন,neutral
আপনার হাসি টা অনেক সুন্দর প্রেমে পরে গেছি।উইল ইউ ম্যারি মি,positive
আসসালামু আলাইকুম আপু এম্বাসি ইন্টারভিউ কি ভাবে ফেইস করতে হয়। এই বিষয়ের উপর একটা ভিডিও করবেন প্লিজ।,neutral
"অনেক সুন্দর আপু এগিয়ে জান আপনার সাথে আছি,,,,",positive
আপু আপনার কথা বলার system এবং আপনার চশমা টা খুব সুন্দর। এছাড়াও আপনার Video tutorial খুব Valuable.... Thank You,positive
আমার অনেক ভালো লাগে....আপনার কথা গুলো সহজেই বোধগম্য হয়...,positive
Assalamualikum. আপনাকে অসংখ্য ধন্যবাদ।,positive
এর আগে এভাবে কেউ ইংলিশ গূছিয়ে বলতেই পারেনি অসাধরন,positive
আপু আপনার বুঝানোটা অনেক ভালো লাগে,positive
"ইংরেজি শব্দের পাশাপাশি বাংলাটা স্কেনে লিখে দিলে বেটার হয়,অনেক ইংরেজি উচ্চারণ আছে একটু কঠিন সবাই পরতে পারে না,আশা করি বিষয়টা একটু দেখবেন,দুর্বলদের জন্য ভালো হয় ধন্যবাদ মেম",neutral
ভালো লেগেছে আলোচনার পদ্ধতি।,positive
না ম্যাডাম অনেক ভাল লাগল। আপনার একাদিক প্রশ্ন + উওর। এর জন্য আপনা কে অনেক ধন্যবাদ।কিন্তু আমি না ইংলিশে একদম কাচা তাই আপনার কাছে ভাল একাটা পরর্মশ চাই।কি ভাবে অতি স্বীগরই শিখা যায়।,positive
খুব ভাল লেগেছে আপনার English class thank you,positive
খুবই ভালো লাগলো,positive
"আপনার হাশিটা অসাধারণ,লেকচার দেয়ার সময় একটু বেশি করে হাসবেন তবেই আমরা ইংলিশ ইসপোকেন বালো করে শিখতে পারবো",positive
"আমার খুব ভালো লেগেছে ।আপু,,,।",positive
আপনার উপস্থাপন ভাল কিন্তু দুইটা সমস্যা আছে। যেমন স্ক্রীনে ইংলিশ সেন্টেস গুলি দ্রুত মুছে ফেলা এবং অপরটি ইংলিশ প্রতিটি সেন্টেন্সের বাংলা মানে না করা। শিক্ষার্থীরা যদি বাংলা মানে জানতো তাহলে আাপনাদের ভিডিও দেখে শিখতো না,negative
ধন্যবাদ আপনাকে।,positive
আপু বাক্য গুলো যদি ছবির সাথে যুক্ত করে বা বাক্যর সাথে মিল রেখে ছবি দিলে সবার বুঝতে ভালো হবে । তাহলে মস্তিষ্ক বেশি সক্রিয় ভাবে মনযোগী হয়,positive
"খুবই চমৎকার লেসন, আমার খুব ভাল লেগেছে, বেশ কিছু ব্যাপার ভাল লেগেছে। আমরাও অনলাইনে ইংরেজি পড়াশুনা নিয়ে কাজ করছি। আপনারা চাইলে ঘুরে আসতে পারেন। নিশ্চিত ভাল লাগবে।",positive
আহা আপু️,positive
"ডিস্পেলেতে লিখাটা কিছুক্ষণ রাখতে হবে পড়ার আগেই চলে যাই, পড়ার সুযোগ হয় না।",negative
"আপু আমি ঢাকা থেকে, আমি শিক্ষার্থীদের গনিত শিখাই আমার চ্যানেলে। ব্যস্ত সময় পার করে , ভিডিও টা দেখব অবশ্যই।",neutral
আস্সালামু আলাইকুম ম্যাডাম️,neutral
আমরা খুব হ্যাপি আপু যে আপনি আমাদের কলেজে আসতেছেন আপনাকে স্বাগতম,neutral
এতো দিনে গোপন তথ্য পাওয়া গেলো। বেইস টা দেখতে হবে যে। অনেক ভালো লাগে আপনার ভিডিও ধন্যবাদ আপু,positive
অসংখ্য ধন্যবাদ আপু,positive
আমার ইংরেজি উচ্চারণ করতে খুব সমস্যা হয় আপু।। এই সমস্যাটা সমাধান করবো কিভাবে একটু বলবেন প্লিজ আপু।।,neutral
আপু আপনার ভিডিও দেখে আমি অনেক ইংরেজি শিখচি,positive
বাচনভঙ্গিমা অনেক সুন্দর,positive
অ‍্যাপে ক্লাস করতে গেলে ৯ম শ্রেণির কতগুলো ভিডিও আসে না,neutral
আপু ভালো কিছু করার জন্য ধন্যবাদ,positive
ধন্যবাদ আপু।,positive
একটি প্রশ্ন ছিল (rong) বানানটি R দিয়ে শুরু না হয়ে W দিয়ে শুরু হয় কেন?(wrong). বানানটি,neutral
"আপু সবাই জন্য আপনি,অক্সজেলারী বারব শেখান,am,is,are,was,did,don't, wear, এসব কেন কখন বসে, can,should, i,এস কিচু, এসব না বুজলে এভাবে শিখা হবে না,",neutral
প্রতিদিন নতুন নতুন মুনজারির এর এই রকক ইংরেজি শেখার ভিডিও অাপলোড দেন প্লিজ।,neutral
excellent............... its helpful for everybody........ ম্যাম আমার মনে হয় একটি গ্রুপ করে আমরা যদি সবাই দিনের কিছু সময় কথা বলি er so helpful i think............... what u think pls,positive
খুব সুন্দর।,positive
বাংলাদেশের গৌরব দুইজন রত্ন মেয়ে আছে একজন হচ্ছে এই মন্জুরী আপু আর একজন হচ্ছে ডাক্তার তাসনিম জারা এই দুইজন সবসময় বাংলাদের সবাইকে সেবা দিয়ে যায়,positive
আপু আপনি খুব ভালো পড়ান,positive
আপু আমি শুধু আপনাকে দোখার জন্য আপনার বিডিও দেখি..!!,positive
আপু গ্রামে দাওয়াতে অনেক বেশি খাবার দেয়না।।খারারের টান(অভাব) পরে যায়। আর মাঝে মাঝে মারামারিও লাগে,neutral
আপু আপনার ইংরেজি বাক্য আমার খুব ভালো লাগে,positive
খুব সুন্দর হয়েছে,positive
আপুর এটা হয়তো ২য় ভিডিও,neutral
অসাধারণ আপু ধন্যবাদ,positive
"আপু আপনার ভিডিও গুলি বিগেনারদের জন্য ১,২,৩,৪,৫, ৭,৬, এভাবে নাম্বার দিয়ে স্টেপ বাই স্টেপ সিরিয়াল করে দেন।",neutral
"আপু আপনি অনেক সুন্দরভাবে বুঝান,, ধন্যবাদ, যদি আপনার কাছে প্রাইভেট পড়তে পারতাম",positive
আপু Spoken English PDF কি ৪ টা না ১ টা ?,neutral
"কিভাবে বলবো ইংরেজিতে ? ""আমি বাংলাদেশ থেকে আছি আপনার সাথে ""।",neutral
আপনি খুব সুন্দর,positive
অনেক ভালো লেগেচে️,positive
ধন্যবাদ আপুমনি।,positive
আমি ৪৯ টা বাক্য পেয়েছি,neutral
আপু আপনি সত্যি ভালো মনের মানুষ,positive
আমি ছোট মেয়ে ক্লাস টু তে পরে ওর জন্য ভালো কিছু ইংরেজি কিছু কথপোকথন শিখাতে চাই।,neutral
ধন্যবাদ আপু,positive
আপু একটা শব্দ ৩ বার করে বল্লে একটু মনেহয় সহজ বেসি হতো,neutral
খুব ভালো লাগলো,positive
আপু আপনাকে আনেক ধন্যবাদ আমার সামি অনেক শিক্ষা কিন্তু আমি এতটা না তাই একটু শিখতে চাই,positive
আপু কোথায় are বসবে আর কোথায় Do বসবে বললে উপকার হবে,neutral
আপু আপনাকে ধন্যবাদ,positive
সব টিক আছে বাট প্রতিটা বাক্য দুইবার বললে ভাল হত।,negative
আপু আপনার ক্লাস গলু অনেক ভালহ লাগে,positive
মুনজেরিন আপু আমি ইংরেজিতে বাক্য ঠিকভাবে বানাতে পারি না। এইটার জন্য কি করতে পারি। একটু বলবেন প্লিজ।,neutral
আপু spoken english বই কোন কোন লাইব্রারিতে পাওয়া যাবে,neutral
আপু আপনার কথা গুলো ভালোলাগে ।,positive
"আপু আমার ইংরেজীতে কথা বলতে অনেক ইচ্ছে করে।কিন্তু, আমি ইংরেজীর কিছুই জানি না।",neutral
আপু আপনার ভিডিও খুব ভালো লাগে আপনি আরেকটি ভিডিও করেন প্লিজ,positive
বা আপনার কন্ঠশ্বর খুব সুন্দর আর আপনে অনেক ভালো ভাবে বুঝিয়েছেন তাই কমেন্ট না করে পারলাম না,positive
অসাধার আপা আমি আপনার ভিডিও দেখে অনেক কিছুই শিখেছি,positive
আমি ৪৯ টা বাক্য পেয়েছি,neutral
আপুকে ওনেক ধন্যবাদ,positive
আলহামদুলিল্লাহ,positive
আপু বিপরীত দিক থেকে যে রিপ্লে টা আসবে আর বাংলা যদি ভালোভাবে না বুঝি তাহলে কিভাবে নেক্সট প্রশ্ন করব বা তার রিপ্লাই দিব ইংরেজি মাথায় ধরে না,neutral
"আমি আপনাকে ফুলো করে যাবো,ইনশাআল্লাহ আমি ও একদিন বলতে শিকবো",positive
সিশটার আপনাকে ধন্যবাদ কেমনআচেন আপনার লিখাটা ইস্কিনেপরিস্কার ভাবে একটু লেট করলেভালহত,neutral
আপনার ভিডিও অনেক ভাললাগে,positive
ধন্যবাদ,positive
আপু আপনার কথা গোল অনেক সন্দর,positive
আপু এরকমের ক্লাস প্রয়োজন,positive
ধন্যবাদ,positive
আপু আমি ২১ফেব্ররুয়ারি উপলক্ষে একটি বক্তব্যে বলতে যাই ইংরেজিতে,neutral
আপু আমার খুব ভালো লেগেছে,positive
আপনার বিডিও টা অনেক বালো লেগেচে আপনাদের কোন জেলা,positive
ওহ আপু এত্ত ভালো লাগলো আপনার সেনটেনস অনেক সুন্দর আরো সেনটেনস দিবেন প্লিজ,positive
বইটি কোথায় পাওয়া যাবে,neutral
Nice apu English. বোঝানোর জন্য Thanks,positive
অনেক সুন্দর পোস্ট,positive
তোমার ইংরেজি গুলো ভালো লাগে,positive
আপুর ভিডিও খুব ভালো,positive
অাপু বাবাদের সাথে কিভাবে ইংরেজিতে কথা বলা যায়??,neutral
আপু আমার সমস্যা মনে রাখতে পারিনা কি করব আপু,neutral
আপনি কখন লাইভে আসেন,neutral
আপনার ক্লাস লাইভে কখন করতে পারব,neutral
আমি তোমার প্রেমে পড়ে গেলাম ️,positive
ভালো লাগলো,positive
আসসালামু আলাইকুম আপু কেমন আছেন,neutral
আসসালামুয়ালাইকুম . . ... . .,neutral
