text,sentiment
Sounds far far korse Vai lokkho rakhen,negative
"Class joss but,, Sound problem,,",positive
vai apnar chemical change er video gola onnorokom er web site a dekha jaccana.,negative
Vaai sound system a pblm hoitese....,negative
Mike sound khub e biroktokar. Pls update ur technology,negative
via question thakle kibave bolbo,neutral
Vai bathroom a thakte parbo na,negative
viya..... Apni onk vlo bojan... Onk easy mone hocce akn electron binnash....,positive
audio corruped sir...,negative
Assalamualaikum bhaiya khub sundor Alhamdulillah khub upokrito holam r Bhai Uuu atar to hocche na ai ruls onusare,positive
"vaia,physics 2nd paper abong math integration ar kono video ki daoa hoba?????",neutral
Hsc 22 22-11-2022 10:53 pm. Tanverr evan,neutral
"vaia eikhane s,p,d,f e kontay koyta electron thakbe eita kisher upor vitti kore,kivabe define kora hoyeche??",neutral
Asca keu ki bolte parben partho vaiya ki ekhn admission coatching a class nei udvas unmesh a?,neutral
Vai sound ta akto problem korsa,negative
Porte Porte prem e pore gelam...... thank you ️,positive
vai bairer sound to biraktokor..apni khub valo bujhiyechen..,negative
Valo lagse,positive
Poranor style osthir,positive
Vaiya... Sound problem er karone bujcte Osubidha hoitese,negative
,
Vai sound er quality ta valo na,negative
Bhai apnar jersey ta shei but a liitle mistake in it,negative
Osthir,positive
Apnar bujanor dhoron ta onkee valo ..apni jodi ektu kosto kore amader jonno ay chapter ar math gulo (kip & ksp ) jegula ektu onno rokom rules ase segulo bujale aro onk valo hoy coz onk math vaia mathar opor diya jay ..,positive
Tumar bujano ta onak valo selo amar private teacher ar thaka,positive
khub valo,positive
"Apnr class dekhle inspired hoi,vlo teacher howar..",positive
Amar ei video ta dekhtay khub Valo laga6a,positive
BHAI SOUND QUILATY KUB KARAB PLASE SOLVE THISE,negative
apni onak valo poran.amar arokom akjon sir chai,positive
Onk opoker pelam thank you so much sir.,positive
"Vaiya,, sob video er 1st 2/4 mint sound kmn jni kore,,",negative
"Bi ami aank bojar chasta. Kara si lam, kinto ami bojta pari ni. Apnar vido daka boja galam. Thank you sir ️️️️",positive
Thank you sir.apner bojhanor style ta Khub valo,positive
Cl-17 er electron binnash to abhabe na,negative
,
Apnader video eto valo hoi je aro private pora lagbe na.,positive
darun bojano hoeche thanks amar bujhte ar kono osubidha nei,positive
"Tanks vai, amar sir eta pora dise to kintu bustesilam na, ekhon bujesi, sir keo bujabo. Tank",positive
Darun,positive
plz phy 2nd ..... plz ...,neutral
2M 250 ml NaOH and 0.5M 750ml HCl = NaCl er concentration koto?????,neutral
KI VOLBO vai. VERY GOOD,positive
via sesher chemistry hunder neti ki nai?,neutral
Sotti sir onek valo vabe bujte perechi...amar class teacher o ato valo bujaye na...Thank you sir,positive
Amr sb theke favourite channel,positive
vaiya apnar class khob valo but vedior extra sound classtaka nosro kora dica,positive
sound quality valo kora dorkar,negative
Bhaiya private batch kothai porai?,neutral
Video tar sound er ektu problem ache.,negative
Tnx sir age ilektron sumporke kico bojtam na akon apnar class ta dekhe okn valo bojlam,positive
Vaiya apni ato ta valo kora sob bugiya bolen ja Amar onak onak bashe valo laga... thanks vaiya..onak onak thanks for your teach .,positive
Fe+2(26) Electron Configuration please,neutral
"Dada tumi darun bujia cho , amar ja osubida hochilo ta sob clear hoya galo, thank you so much",positive
"Sound systemer prblmt na hle vlo hto, noise ta ektu irritating",negative
Partho vai er tholona hoi na️️,positive
darun,positive
Onek sundor hoise vaiya r pblm nai,positive
Ato din ami ei jinis ta jante chaichilam......kintu kono video te pai nai......aj ei video te pelam.....thank you so much.......,positive
Tnx bro,positive
1 te poroton ar vor koto vaia,neutral
"Khub sundor,",positive
cse department related tutorial koren please..................discreate math........programming language ................data structure and algorithom.............................please..................tutorial koren please...............................,neutral
"Vai Amar khub valo legeche Tomar video, vai Tomar kache akta request ache Tomi class 11er unit virtik video toiri Koro , please",positive
Thank you apni khub valo bujia6en jar jonno amar pora complete hoye ge6e thank you so much,positive
Vai 5 talay 5 ta room er name ki ki hobe?,neutral
"Ami 6 bochor ager video dekhteci pray 10 minit jabot, matro kheyal korlam videita 6 year ager, , amr ekn khub janar issa vaiyya take ekn dekhte kmon....",neutral
vaiya onnno rokom patshalai all video play list kivabe pabo/ kindly bolben?,neutral
ilectron binnashe apni lithium a first a 1s2 .....2s1 disen .....ঐ খানে...1s1...2s2 di le hobe ?????..please answer me..,neutral
Wow onk sundor hoice Vaiya ami sob gula bujlam onk opokkrito hoilam ato sundor bujano,positive
Sound quality develop korle valo hoy!!,negative
tnx vaiya,positive
Khob sondor hoica bojanota,positive
Vaia thanks . Apnar jonno ajke ei topic ta sesh korte parlam,positive
"vaiya,kisu mone korben na, emu,amu ki..? e er charge -1.6... naki 1.6....",neutral
thanks ato sondor kore bojhanor jonno vaiya,positive
500 cc (M/20) sodium carbonet drobon toiri krte koto gram sodium carbonet lagbe? ai math keo aktuu kre den plz,neutral
Vai khub valo class,positive
Bt onek thanks,positive
Tnq...,positive
College er sir ra o ababe bojaite pare na️,positive
Salut vai...vlobasha roilo️️,positive
promethium er electron binnash keu bujhay diben?,neutral
Sound system ta ektu valo chai Please vaia️,negative
thanks bro videoti bananor jonno,positive
Tnx vai ️,positive
.apni jodi ssc mathematics class koren tahole amaded kub valo hoto. Apnar class sohoje bojte pari sir.,positive
partho potim vaiar video joss,positive
Sotti onek upokrito holam ..thanks for the helpful video,positive
ekselent,positive
Tnq,positive
Nice video vii,positive
Thanks ️ vaiya onek bojte parsi vaiya arekta vedio sai ai bisoye,positive
Life a first time apnar video te like dilam and comment korlam sir...onk valo kore bujsi sir.,positive
Apnar video dekhe electron binnas onk onk soja laglo ja ami bujtam nh amon vabe keu bujay nh tnx a lot,positive
,
,
Onek sundor hoise vai,positive
Khub upokrito holam Dhonnobad,positive
Many many thanks vaiya er age koyekta vedio dekhsi kichu bujhi nai apnar ta onek valo bujhsi thank you so much,positive
Thankyou sir. Khub shohoj kore bhuje fellam,positive
onk tnx vaiya ato sohoj kore bjhanor jonne,positive
oshadharon vaiya,positive
9-10 electron binnas HSC ese shiklam . Thanks DADA,positive
Sir apneke onek donnobad.,positive
2021 batch ar k k video ta dektecho....vai oshadharon vabe bhujiachen,positive
Onek valo laglo,positive
Eto vlo bujhiyechen vaiya,positive
"The ""grrrr"" sound stops at 3:23",negative
Vaiya onek onek dhonnobad...but sound prblm ase ektu,positive
Thank u sooooo much sir ....aie vd ta dekhe anek upokar hoilo...thanks sir,positive
Darunn,positive
Valo laglo,positive
Amar dekha best Teacher ️️ hsc21 RGCC,positive
Thank you via ......apnar ai video ta onak helpful,positive
Salute u Boss Partha vai.... Onk valo bojaicen...,positive
Thanks vaiya.khub shohoje eletrone binnash sikhe gelam,positive
..amar private teacher o ato vlo kore bujhaini,positive
Apnar chemistry class aro dekte cai,positive
Khub shundor hoyeche porano,positive
".... Apnara na thakle shottie onnk tuff hoto amdr jonne... ekdm mon theke bolchi...""Thank you so much"".....",positive
khub important akta topic.....class taw onek sundor chilo,positive
Osthir Bujhaichen Vaiya️️️,positive
Khub Valo laglo vaiya.. Akdom clear kore disen.,positive
Sundor ️,positive
partho vaiaa apnak onk dhonnobad apnar pora ami onk valo bujhi... you are best...,positive
Khube valo laglo....Dhonnobad sir,positive
Lecture ta asholei shundor silo,positive
"Salute bro, ato valo kore jodi sir ra bujaito tahole hoyto kono pulapani fail korto na..... Thanks to onnorokom pathsala team",positive
Alhamdulillah. Vaia apnar jonno ami peresi..Allah apnake onek hawat barie dik..Amin...,positive
Intro er Background Music ta copy kora....,negative
vai tr bujhanor style valo na..,negative
"khub baje vabe poraise ,aga matha kichu bujhi nai",negative
vaia higher math r infinitive seeries r ekta video lagbe class 9,neutral
electrolysis niye kono video ase?,neutral
ssc chemistry cepter vittik class nile hlp hoto,neutral
Sound prb,negative
zaron. (za electron) (bizaroker zaron ghote) bizaron hobe er ulta ........... ............,neutral
example basi diya bujan.....eta best hobay,negative
pritom vhaia er equlibriam er video set ta koi pacchi na bt dabi er vaier gulo paise,neutral
,
"acca, sabbir rahman abir, kamruzzaman kamrul r kno class ace?",neutral
vaiaa ami to gulie felci jaron bijaron,negative
Spectator ion ni e kon video te alochona kora hoeche?,neutral
Sound ta ai rokom kno..???,negative
Atota osposto keno class gulo.. Apner class gulo onek valo lage but lekha kisui dakha jaina,negative
NC class.,positive
hsc pottek chapter er poti class nile amra onek upokrito hobo,positive
Apnara plz aro bistarito pran tayle aro bujte subidha hoy vaia.,negative
Vai asole akta jinis,positive
Sound quality eto kharap keno,negative
Vai nice.a rokom class chai,positive
Vaiya khub valo Kore bujay.tnx vaiya,positive
onek vlo hoyse,positive
Ki bola dhonnobadh janabo vasha koje pai na,positive
Plz vaiya sound ta tiq koren. shiob video te sound prb...............,negative
Baground e khub sound hoi,negative
apni kon clg chhilen??,neutral
dec 07 tarikh Apnader video dekhe onk upokarito holam,positive
sudhu thanks diye apnke soto krte caina vaia......,positive
Ajk amr birthday 7 December 2021 Sobei amr jnno dua krian Jeno 7 December 2022 te BUET e chance peye jei In SHA Allah Assalamualaikum,neutral
Vaiea sound system ta aktu problem asa,negative
Class a godi ato sohoj koray bogato...!!!,positive
Sir aro jaron bijaron ardobikriar class chai,neutral
Vai osthir,positive
Vhaiyer bhujano onek blo lage,positive
Bai khob valo poraw tumi,positive
Sound e problem ace.. improve Kora uchit,positive
Lakha valo kora boja jai na vaiya.Kinto apni khov valo bojan. Thanks vaiya.,positive
English terms gulo likha thakla bujta aro valo hoto,negative
Hydrogen bond er opor ekti lecture dile valo hoto via.,neutral
Apnar class hulu onek valo,positive
"assa vaia tollen bikaroker aldihayde sonakkaktokoroner reaction e jaron bigaron details bolle valo hoy,,,,,",neutral
thnx,positive
Kisu kisu vaiya bengali language ta freely use korle valo hoy,negative
Partho sir kub vlo bujay really,positive
chemistry r sob vedio koi pabo,neutral
"Tumie best vaiya ,zokhon jeta bujher onubhob kori thik tokhoni seta bojhao ,tumi moner kotha bujhte paro",positive
"December 11 /2021,,, Rat 8:29,,, agamikal(chemistry 2nd paper) board exam.....class dakhci vaiyar....",neutral
hsc 2022 er student Ami sir. Apnar class gulo Onek ager tobuo osadharon lage. kono topic a problem holei apnar class Guloo dekhi.,positive
"Mashallah, mic onek shundor sound okrtese",positive
bro by nice class hoyce,positive
onnorokom ar best techer of c,positive
Vaya part 6 er akta video dile valo hoyto,neutral
Thanks dada valo bujte pare6i,positive
Thanks. a lot jaronbijaron onakvalovaba bujsche.,positive
Onek valo bojalen...,positive
Vai Le Chatelier's principle er akta video banan,neutral
Ata amr onek help korbe ajke thank you so much,positive
Thnx sir,positive
Vaiya galvanic cell ta valo vabe bujhiye dile onek upokkrito hotam,neutral
vaiya upner poranor style ta best..chemistry te amr onk prblm slo bt upnr lecture gula dkhe akhn bpr gula amr kse easy hoye gse..upni slowly khub sundr vabe bujhay dan ata khub vlo lge r kbub easily bujhte pari sob kisu..,positive
khub valo,positive
Thank u vaia amr akta jagai bujte khub problem hossilo akhn solve hoye gelo,positive
partha da come back,positive
Vai joss...,positive
onk hlp hoyeche,positive
Khub easily topics gulu clear hoy vaiya tumar class korle..tmi khub vlo lecturer..,positive
vaiyya but Thank you so much onek sundhor kore bujanor jonno️,positive
3 no part asar oppakai roilam,neutral
Vai apnar lecture best......,positive
Onek valo lagche class ta.,positive
mone ace jahid ke poratn mugdai,neutral
Ei vai ta sohoj koira na poraiya eto vejal koira porai ken,negative
onara ki akn r video kora na naki,neutral
Bohuvuj sutrota bujhi nai,negative
love from heart ai baal College a buji nai,positive
k kon year vidio ta dakhte sen ami 20/1/2023,neutral
"""cos"" ki jonno? onno kichu hote parto na?",neutral
"khub sondor, vaiya",positive
Vya physics akta chapter ful Dan amn baba jata download Kora nija nija pora jay,neutral
Buet students amonoi hoyy,positive
via vector er mane ki negetive hoi?,neutral
Vaiya physics 1st paper er 1st chapter er class add korle valo hoi.,neutral
Darun sir,positive
Dislike dise Kara?????,negative
sourov via apni kobe teke asln,positive
vaia ami ki sourov vaia er phn num ta ektu pete pari studies er help er jonno???,neutral
Ekoi na vaiya...ek e,negative
jewel... vaier...class.. den...pls...pora...dila...lab...ki...amader...to..exam...asa..jacca,negative
unlike jara dei tara asolei.........!,negative
"Hard way te bzanu hoise amr kase... And vector classification,cross,dot gun details a bola hoy nai like boi r moto",negative
Maksudul Hossain vaier Physics class gulo upload dile khub valo hoto. R physics 2nd paper er lecture gulor khub dorker. R Ami akjon piciye pora gramer sdnt hisibe apndr onurodh krci vaia plz phy 2nd paper er lecture gulo upload dile amr moto sdnt der khub valo hoy jara tkr jonno coaching porjonto krte pare na. Tobe ami apndr aisob vdo class dekhe onk upokrito hoyeci.,positive
Ami class 11 e pori,neutral
Apnar coaching senter kothay?? Laxmibazar udvash a ki hsc bach porai???,neutral
Vaiya apni ekta jinish,positive
amar boro vaira apnader fan chilo r ekhon ami. koydin por amr baccara hobe. then natidero boila jabo.,positive
vaiya amra live classl chai please please please please,neutral
Nyce via,positive
Upangsho English ta bolle valo hoto,negative
English version ar kara acho only janao Ajk takae tomader jonno ami physics chemistry MAths niye help paba all time Jara 1st year oder beshi help korbe,neutral
thanks vaia,positive
Sir er upor crush khaylam,positive
HSC 2018 Suggestions lagbe Sob bishoy and Dinajpur board jnno please dian vaia...???,neutral
bhaia apni bolsan ja vector sthontar kora jai naa kintu apni to nizai vector sthantor korlan,negative
"ata vai vector sine koe galo lasta bujhinie???
R^2=(P+Q)^2 er khetre dot gun e keno holo??? cross gun keno hoilo na???",positive
2019 suggetion koba deban,neutral
onk thanks,positive
vai prash er video kobe diben,neutral
Bhaia lectur tah iktu english e bolle bhalo hoito,negative
Cos thetar bodole onno kono onupat diye kora jabe ki???,neutral
R^2=R.R keno? R×R keno noy?,neutral
Physics e Maksudul Hossain Jewel vai er lecture den PLEASE!!!!!!!!!!!!!,neutral
Tnq brother,positive
Vaiya Ami puro apnader opor depend Kori shob subject ei.. vaiya apnara doya kore physics 2nd paper 7th chapter er opor ekta class nin.. please....ei chapter er opor Valo class nei YouTube a.. plz kisu koren...,positive
,
Bastob udahoron dle khub valo vabe feel korte partam sutro gulo....babohar ta o bujhte partm,negative
vaiya trivhuj shutro r jogh tah ki akai rokom..mane ikto parthokko tah bolben?,neutral
Bastob udahoron dle khub valo vabe feel korte partam sutro gulo....babohar ta o bujhte partm,negative
vaiya trivhuj shutro r jogh tah ki akai rokom..mane ikto parthokko tah bolben?,neutral
khub valo,positive
vai dot gun er khetre adi ar shesh bindu kivabe sthapon korte hoy sheta bolen nai oita kivabe hobe,neutral
A vector. B vector = ABcos theta..... where does this line came from ?,neutral
,
Vaia plz 3rd chapter er class gula upload korben 1st paper er,neutral
torque vector ki vaya??,neutral
Vaia biog e e tribuj bidhi onusure problem ase,negative
nice vedio,positive
Vaiya english term gula bolle vlo hoito ektu,negative
"lecture gula osadharon,,,,kintu kisu jinish incomplite......jemon cross gun er niyom gula remove....ay gup er karone khub bibroto bodh kori...aktu bisoy gula dekhar try korben...thanks",positive
vai english version pls,negative
R er jayga tay ki shora shori a+b whole square er shutro boshano jbe??,neutral
"vaia, english version er amra onekei asi, toh amder jonno plz sathe english term gula diyen, eng version er txt book er obosthao khub ekta vlo na",negative
sourav vaiya ekhon shochib hoye gece....,positive
Vaiya vector biyog ar mathematics solution pawa jbe ki??? Ai somporke akta class dile vlo hoto...,neutral
"Amar ekta question chilo, amra jani kono kichur upor square mane oitar 2bar gunfol, tw gunfol mane tw amra '×' (cross) gun use na kore '.' (dot) gun ise kortechi kno?",neutral
Thanks ato sundor kore bujanor jonno,positive
vai onek donnobat. vactor a je moja ase age jantam na.thanks onnorokom. vai juwel vai biggani tar lectur banganirai buje amra onek kisui buji na,positive
Sotty khub vallo class...,positive
Asole etto vedio dekhlam youtube e apnr moto kore ar karo kace bujinai..thanks sir. Amr moto aro onk moddobittora apnader hat dorei egiye jabe in shaa allah,positive
Kub valo. Thanks,positive
by cycle o rain er math gula kore dile valo hoto,neutral
"eto venge venge eto sohoj kore kono teacher poray nai, onk dhonnobad vaiya",positive
Sir A+B =?,neutral
Thanks vaiyaa arokom vaba uposthapon korar jonno,positive
Thanks Vaiya,positive
ideal gas ar chaper deoa jabe?,neutral
apnader clsgulo onk vlo lage..ami ekjon clg student..apnader req krbo HSC er syllabusser upore aro besi besi video upload dite..thanks,positive
Vaiya really first class video....,positive
"Wonderful class vaiya,,,,,,,amr prio onnorokom Pathsala",positive
vaiya aro onek video dile valo hobe..........,positive
"Physical optics er video banan. Please vaia, please",neutral
Khub valo vabe bujha gelo sir...thankss a lot,positive
vlo laglo...,positive
please vai !!! sob chapter er video upload koren,neutral
"bhaiya, baki chapter gular video charen plz",neutral
dynamics er video gula onek dorkar please,neutral
khub vlo laglo masallah....,positive
"Acha.. Root over hobe, naki square root",neutral
"vaia, duita vector er subtraction er man(value) kivabe ber korbo?",neutral
Khub upokar holo ..... .Thanks a lot onnoRokom pathshala......,positive
Thank you...onk clear dharona pelam.,positive
"Physics, chemistry, math, sokol অধ্যায় এর video চাই",neutral
Hsc 24 batch ami. Allah ar rohomote ssc diyeci kono teacher carai sudhu apnader class gulo kore. Ato sundor ar clear vabe bujanor jonno thanks diye coto korbo na. Allahr kase dua korbo apnader jano tini jannatul ferdauos nosib koren... Ameen,positive
Khub valovabe bujhte perechi...thank you sir,positive
Osthir lecture. Ei prothom eto valo vhabe ami chapter ta bujlam,positive
Apnader onek onek dhonnobad vaiya. Apnader teaching method onekkkkkkk valo️,positive
super class dear...onek valo legeche...amio ekjon teacher....thanks,positive
mashallah onk sundor video vaia thanks a lot,positive
"Osongkho dhonnobad vaia,,,",positive
dur sala,negative
dur goru,negative
2021 sala dakci,neutral
carry naki borrow,neutral
pagol hoiya jaiteci,negative
,
Chomotkar,positive
Ipna agulo olto palta gun khoren,negative
vhag buji nai,negative
vai matha nostoo vedio,positive
Bhaiya division shob bhul korso,negative
Vedio sesh er sound gulo biroktikor lage,negative
Vlo bujhata paran naaa apnii,negative
Gd,positive
"0-1=1, carry 1.. baper ta bujhlam na..carry 1 naki dhar 1 hobe? r dhar hoile kemne korbo?",neutral
Bainari gun 2tor moddey 2toy wrong hoyse.,negative
stti kichui bujhlm nh,negative
Eeee vai exam kii hbe na shudhu wi fi bil tay diye amr taka gulo noshto hbe bolen tooo,negative
Ato fast bujile ...bujte pare na etu slow vabe bujite paren na,negative
sir ato kothin babe math koraen na plz aro sohoj kore koren sir,negative
hat a 1 rakha ta vlo vbe bujte prci na,neutral
0 - 1 = 1 carry 1 ki vhabe hoy er explain apni valo vabe dite parlen na .,neutral
kal exam aj class korchi,neutral
eta bujhar jonno ki ager video gulo dekha lagbe???,neutral
Quarantine e k k dekhcho?,neutral
Vai kau ki bolte paren shob video gulo kothai pabo ict ar mane bolte chacchi playlist tar nam ki...?,neutral
101011 101111 ai onnko tar jog koto hobe,neutral
kichu ekta vul hoice may be...sure na . . but mne hoi example 3 ta vul hoice...,negative
Ami bujtay parce na..,negative
Vaia ki ndc?,neutral
acca vaiya ei math ektu kore den 1010001÷11.,neutral
vaia valovabe bujlam na,negative
Binary substraction e ei math ta to apnr rules e hoyna Subtract from 01110 from 10101,negative
dividing ta bujinai,negative
apnader chanel r video. Gula. Ami amr chanel a share korte. Chai...ami. Ki. Dite parbo???????,neutral
Vai type-5 ar example-1 ta ki krlen kcui bujlm na,negative
But sir... Ektu bujhlam na.... 1+1=10 ki vabe hoy.....??? Binary te....,negative
"1010 0110 - 001 Ei bainari te solve kore den kew,,, plz",neutral
bainaryta jog kora kivaba?,neutral
vaiya plz apnar imo num ta jodi diten. amr koyekta prosno solve jodi kore diten khub upokito hoi.samne xm amr,neutral
Sir amar ay sutro ki tahle bul hbe,neutral
via akta buji nai plz bujaidin 1. 1 2 TAHOLE 10 HOI KIVABE,neutral
Ami apnar rules ta bojte parci na,negative
binary 1011-1010011 bujtecina,neutral
bainari vag ta bujhi nai sir,negative
commerce bs2 prangon dey 3205,neutral
Sotti e khub sondor class apnr sir....amr kase math gla onk hard lagto bt apnr class ta onusoron koray akhn ami easily math gla korty pari akhn onk vlo lage math gla amr kase,positive
"Unlike kore ke reh,etto valo vdo te",negative
Lal kali diye jeta likhlen seta ki exam paper a likha jabe???,neutral
(FA.DB)16-(274.75)8 binary te kivabe biyog korbo?,neutral
See Valo kore bujhte patchina Val kore bojhaben,negative
Vai amak ei vedio gulur ekta apps ace but ami pacci na plz help korben,neutral
via vidio gula kotai pabo....,neutral
Onk sundor cls,positive
Sir header file ki,neutral
Aro vedio dian sir,positive
Kukub balo,positive
Amar poranor skill valo kintu binary vag a kisuta golmal lagaisan i guess,positive
"khub valo laglo vedio Gila apnader Ai vedio gula onno akta channel a deya jabe... I mean, amar akta channel ase TAHASIN ALAM Ai tate deya jabe",positive
"Comment na kore parlam na, 2 ta video dekhar por Vai Ami apnar vokto Hoya gechi",positive
Sir chapter 5 nia kono video upload korennai Amar lagbe,positive
ami kicu bujhte parci na but amr khub dorkar agula amrr robbar xm.,negative
Bro amon video aro diben?,positive
scientific calculator diye kivabe sob gular conversion r addition ber kore plzzzzz dekhan vaia!,neutral
Onk onk donnobad,positive
vai 1.carry 1 pore koi gelo,neutral
fine vedio,positive
Binary vaag ta bujhinai....2019,negative
Dada tomar name ami janina amar BINARY biog asubidha chilo tomar VDO dakhe anek improvement hoyche. Thanks,positive
Vaiya bujlm nh! Gun vag ki ashe? I mean agula ki ict xm e ashe? Pls janaben...or onno karo jana thkle janaben,negative
Vaiyar kache ki ict course kora jabe?,positive
Vaoya amr lession 4 and lession 5 lagbea,neutral
Kub upokrito holam.Thank you onnorokom patshala k,positive
"vai ex-2 er ans vul because 101 = 3 , 1111 = 15, so the result will be 101 = 5 Btw superb video vaiya",negative
Bhaiya onek valo kore bojhan tai shikte somoy lage na.,positive
Kob sondur kore bujci...Thank you..,positive
Vai aktu simple vsbe kotle better hoto,positive
"Vaiya ,ki bolbo ar. Thanks unlimited bolleo kom hbe",positive
vai apner poranota khub i valo lagse. and amer khub i upokar hoise and ami sikte parsi. donnobad vai.,positive
Kono kotha hobe na .....ek kotha darun bujhiecho,positive
Vaiya binary jog biyog gun vag er voy ta kete geloo khuub khushi eto vlo ekta ভিডিও থেকে শিখতে পারলাম,positive
sir apnader video sound sound valo hoy na. sound ta akto valo korar chesta korben,negative
assa.vaia ...apnara ki diplomar subject gulor video korenna?????diplomar subject gulor video korle bangladesher onek studentra onek shubida peto.....because diplomar teacher ra valovave teaching dey na.....please...help student of bangladesh who is reading to diploma..please.....,neutral
aro example chai,negative
101.000-.110 Sum ta kore den vai..plz,neutral
Shei Vai shei....,positive
Baia 1/0=osongaito hobe,neutral
Video edit ta aktu asta korla vlo hyto. Onk vlo laglo,negative
1010100.100 - 110111.10 eita solve kore dile khub upokar hote..ajke hole onk vlo hoy,neutral
thanks vai ai vedoi ti daor jono apni onk soundor kori boji deln akon onk aji hoi gasi amdr jono thank you so much vai,positive
Thank you vaiya...khub help holo..biyog ta bujte prchilamna ei lockdown e wp te sir er pora bujte khub osubidha hchhilo..akhn bujte prlam..tnx a lot daa.,positive
Sir.. economic subta Jodi porayten..aroo valo hobee,positive
Videota amr jonno onak helpfully hoisa,positive
vai coto binary number thakea ki boro binary number minas kora possible,neutral
Atto last akta year dhore bujhtesilam nah.. Clss e ki korassilo..bt Video ta dekhe ekhn atto easy lagce...jst unbelievable,positive
Atto last akta year dhore bujhtesilam nah.. Clss e ki korassilo..bt Video ta dekhe ekhn atto easy lagce...jst unbelievable,positive
" Apnader jonno onk housewife r onk upokar Holo ,Tara ghorer bahire private Porte sadharontooh jathe pare nah beah jate dainah .Tai apnare amk ohh onk upokar korlen .",positive
Tnx..ato sundr..opokari akta vdo dewar jonno,positive
tnx vai,positive
Awesome jeta amader sir der kas thake sikte ato time lage but apnar kothy full buje jassi aro part banan plzz,positive
Onek help Holo Vai,positive
Hi sir ami 2018 inter 1st year ami ict halp chi aponar video class gola amar valo lagca,positive
Tnx vaiya ami er porer part gulo cai plz,positive
Apnader onek thanks,positive
Nc.. Erokom ro video dile help hoy. Tnx... Sir,positive
Vaiya just awesome class nen apni,positive
onnorokom pathsalar proti subject er class onek valo lage.,positive
"Khub vlo class hoise vai,",positive
Osadharon,positive
Vai vedio ta onek shundor hoice thanks,positive
Sir onk valo moto bujaisen Thank u sir,positive
Thank u . Vule gesilam biyog ta. Mone koraya dilen vai .,positive
asoly seii...vai..!! ami basse e giya bojte parlam...na...r... aikane porai......clear ️️️ tnx vaiya,positive
Please vai c programming tutorial upload koren,neutral
"Tnx.sir, 1and 2, s compliment (minus) dekhale valo hoto",positive
Amar ajke exam ache..ar apni khub sohojei amake sob onkoguli sekhalen..better than my private tutor..thanks,positive
3 bochor poreo kaje lagche ️️️,positive
Vai apnar class ta oneak valo laglo,positive
Tnx ..onk help holo math gula bujte parte cilm na video gula dekha r por akhn onk khani clear ... tnx ️,positive
Class gulo ajibon upokarii...,positive
"Darn hoyeche Dada,akdom bhalo kore bughe gachi!!",positive
Vi apnadr onk onk onk thanks...Allah jeno apnader sosto rakhe .,positive
lot of thanks bro tomar bojhanor system ta onek vlo goto kal rate tomar ay video dekhe pura clear holam,positive
khub bhalo class nilen,positive
onek upokrito holam vi...kichui bujhtamna age bt akhn onk vlo bujhi..great work..salute u,positive
"5 years ager vdo akhon dorkar holo tai dekhchi,,. Osadharon chilo bojhanor system ta",positive
Abal choda,negative
Hizra sala,negative
Copy of Chamak Hasan .chamak vai onk agei eta bolecilen,negative
ato norcho kno ?? nekamo !!,negative
R Vai vritto?,neutral
rombos hide kore galem,negative
Rombosar katrofol,neutral
oi golo jokon class tena cilam toko keno payni oppppppppp,neutral
somobahu trivuj?,neutral
omg atu boshor ki porlm,negative
Goru,negative
Shala IBA te poira job na paiya akhn khali motivation chudao tai na?,negative
eta khub e simple.....kew jdi egula na pare tobe tar math korara joggota nai....,negative
Rj kibria er video dekhe k k aschen?,neutral
ami keno apnar youtube page ta age khuje pelam na. :-(,negative
amer mona hoy j boja na sa unlike day,neutral
tutorial a background music দেয়া ঠিক না!!!!!!!!!!! lesson বুজা যায় না!!!!!!!!!!!!!!!!!!!!!,negative
Bhaea brittor khetre to alada maybe,neutral
Sir amar akta gf lagbe.. Ki babe pabo?,neutral
Rombosh er khetre to ata hoy na,negative
eta kintu circle drive khetre Kate na,negative
khotai sela bosss tome khotai sela eto din,positive
Vai aust er preparation kivaba nibo???,neutral
vaiaaa eto kichu mone rakhbo ki kore.....????,neutral
age theme jantam,negative
Titel ta amon diaco jno sob trigonometric rule ace....,positive
Bangladesh ato unnoto?,positive
Tahole sir bither ketre ooo ki same....,neutral
vaia apni half pant pora kno!!,negative
Unlike de Kara ekane?,negative
AYMAN BHAIYA....ootahole cyrcle ar okhetro fol ta niye aktu kotha bolo,neutral
janar icche tooh prochur.....!!!!!,positive
"vaiya, Rombosh......ta..",neutral
vai...rombosh ar kotha to bollen na...,negative
Vi emon aro vidoe post koren,positive
rombas koi vai oitar to bakha dilen na,negative
bhumi*ucchota jodi shokol shape er formula hoi.. tobe rombosh er formula ki?,neutral
rhombus koi???,neutral
BHAIYA a to DHAKI SUVONKORAR FAKI .,negative
Bhai sutro melenai rombosh,negative
vaiya.. rombosh er ta ??,negative
class kokon hoi,neutral
vaia Pithagoras er upopaddo nia ekta video banao...plz,neutral
Ai vedio gula kivabe make kore,neutral
Via brittor ta bolle vlo hoto,neutral
Aage jodi Jantam ato sutro mukhosto korte giye depressed howa lagto na...,negative
thaklay aktu janaiyan,neutral
Bai romboser ta koi?,neutral
Thore thore bojhlam,positive
Amar jonno karjokor,positive
Sotti vaiah bole bujate parbo na ki sikci ayman baiar kac teke.,positive
rombos kivabe hbe...??/ ta to bollen na,negative
rombos er khetre formula ta alada,negative
